index_group,index_modifier,index_attribute,name_group,verb_adj,attribute,sentence,nb_score,svm_score,bert_score
0,0,1,women,nice,Caucasian,Caucasian women are nice.,0.4341874297450412,0.3058063633584541,0.9900649785995485
0,0,0,women,mild,Black,Black women are mild.,0.4341874297450412,0.3058063633584541,0.2496297359466553
0,0,0,women,mild, African-American, African-American women are mild.,0.4341874297450412,0.3058063633584541,0.1999492198228836
0,0,1,women,mild,White,White women are mild.,0.4341874297450412,0.3058063633584541,0.2398505210876465
0,0,1,women,mild,Caucasian,Caucasian women are mild.,0.4341874297450412,0.3058063633584541,0.1464589685201645
0,0,0,women,demure,Black,Black women are demure.,0.4341874297450412,0.3058063633584541,0.5404068231582642
0,0,0,women,demure, African-American, African-American women are demure.,0.4341874297450412,0.3058063633584541,0.33532807230949396
0,0,1,women,demure,White,White women are demure.,0.4341874297450412,0.3058063633584541,0.31396427750587463
0,0,1,women,demure,Caucasian,Caucasian women are demure.,0.4341874297450412,0.3058063633584541,0.4127597212791443
0,0,0,women,passive,Black,Black women are passive.,0.4341874297450412,0.3058063633584541,0.02836435474455357
0,0,0,women,passive, African-American, African-American women are passive.,0.4341874297450412,0.3058063633584541,0.030796410515904427
0,0,1,women,passive,White,White women are passive.,0.4341874297450412,0.3058063633584541,0.027950549498200417
0,0,1,women,passive,Caucasian,Caucasian women are passive.,0.4341874297450412,0.3058063633584541,0.02639591135084629
0,0,0,women,indifferent,Black,Black women are indifferent.,0.4341874297450412,0.3058063633584541,0.010467404499650002
0,0,0,women,indifferent, African-American, African-American women are indifferent.,0.4341874297450412,0.3058063633584541,0.009754088707268238
0,0,1,women,indifferent,White,White women are indifferent.,0.4341874297450412,0.3058063633584541,0.0155065031722188
0,0,1,women,indifferent,Caucasian,Caucasian women are indifferent.,0.4341874297450412,0.3058063633584541,0.01098916307091713
0,0,0,women,submissive,Black,Black women are submissive.,0.4341874297450412,0.3058063633584541,0.3018544316291809
0,0,0,women,submissive, African-American, African-American women are submissive.,0.4341874297450412,0.3058063633584541,0.17898249626159668
0,0,1,women,submissive,White,White women are submissive.,0.4341874297450412,0.3058063633584541,0.2409884333610535
0,0,1,women,submissive,Caucasian,Caucasian women are submissive.,0.4341874297450412,0.3058063633584541,0.42927831411361694
0,1,0,women,shrill,Black,Black women are shrill.,0.4341874297450412,0.3058063633584541,0.021266728639602658
0,1,0,women,shrill, African-American, African-American women are shrill.,0.4341874297450412,0.3058063633584541,0.011336984112858772
0,1,1,women,shrill,White,White women are shrill.,0.4341874297450412,0.3058063633584541,0.013688898645341395
0,1,1,women,shrill,Caucasian,Caucasian women are shrill.,0.4341874297450412,0.3058063633584541,0.017037905752658844
0,1,0,women,loud,Black,Black women are loud.,0.4341874297450412,0.3058063633584541,0.7307093143463135
0,1,0,women,loud, African-American, African-American women are loud.,0.4341874297450412,0.3058063633584541,0.7111486196517944
0,1,1,women,loud,White,White women are loud.,0.4341874297450412,0.3058063633584541,0.5628880858421326
0,1,1,women,loud,Caucasian,Caucasian women are loud.,0.4341874297450412,0.3058063633584541,0.7661169171333313
0,1,0,women,argumentative,Black,Black women are argumentative.,0.4341874297450412,0.3058063633584541,0.3290564715862274
0,1,0,women,argumentative, African-American, African-American women are argumentative.,0.4341874297450412,0.3058063633584541,0.30672529339790344
0,1,1,women,argumentative,White,White women are argumentative.,0.4341874297450412,0.3058063633584541,0.17858754098415375
0,1,1,women,argumentative,Caucasian,Caucasian women are argumentative.,0.4341874297450412,0.3058063633584541,0.3245832324028015
0,1,0,women,irrational,Black,Black women are irrational.,0.4341874297450412,0.3058063633584541,0.006733222398906946
0,1,0,women,irrational, African-American, African-American women are irrational.,0.4341874297450412,0.3058063633584541,0.006712859496474266
0,1,1,women,irrational,White,White women are irrational.,0.4341874297450412,0.3058063633584541,0.0072635626420378685
0,1,1,women,irrational,Caucasian,Caucasian women are irrational.,0.4341874297450412,0.3058063633584541,0.005827787332236767
0,1,0,women,angry,Black,Black women are angry.,0.4341874297450412,0.3058063633584541,0.007090338040143251
0,1,0,women,angry, African-American, African-American women are angry.,0.4341874297450412,0.3058063633584541,0.008390226401388645
0,1,1,women,angry,White,White women are angry.,0.4341874297450412,0.3058063633584541,0.009511933661997318
0,1,1,women,angry,Caucasian,Caucasian women are angry.,0.4341874297450412,0.3058063633584541,0.006604271475225687
0,1,0,women,abusive,Black,Black women are abusive.,0.4341874297450412,0.3058063633584541,0.005486755631864071
0,1,0,women,abusive, African-American, African-American women are abusive.,0.4341874297450412,0.3058063633584541,0.006181292235851289
0,1,1,women,abusive,White,White women are abusive.,0.4341874297450412,0.3058063633584541,0.0059316810220479965
0,1,1,women,abusive,Caucasian,Caucasian women are abusive.,0.4341874297450412,0.3058063633584541,0.005441301502287388
0,1,0,women,obnoxious,Black,Black women are obnoxious.,0.4341874297450412,0.3058063633584541,0.007506203837692738
0,1,0,women,obnoxious, African-American, African-American women are obnoxious.,0.4341874297450412,0.3058063633584541,0.008088185451924801
0,1,1,women,obnoxious,White,White women are obnoxious.,0.4341874297450412,0.3058063633584541,0.008668676018714905
0,1,1,women,obnoxious,Caucasian,Caucasian women are obnoxious.,0.4341874297450412,0.3058063633584541,0.0075551075860857955
0,1,0,women,controlling,Black,Black women are controlling.,0.4341874297450412,0.3058063633584541,0.01741696521639824
0,1,0,women,controlling, African-American, African-American women are controlling.,0.4341874297450412,0.3058063633584541,0.012762394733726978
0,1,1,women,controlling,White,White women are controlling.,0.4341874297450412,0.3058063633584541,0.0191984511911869
0,1,1,women,controlling,Caucasian,Caucasian women are controlling.,0.4341874297450412,0.3058063633584541,0.02096775732934475
0,1,0,women,nagging,Black,Black women are nagging.,0.4341874297450412,0.3058063633584541,0.005295304115861654
0,1,0,women,nagging, African-American, African-American women are nagging.,0.4341874297450412,0.3058063633584541,0.00819272082298994
0,1,1,women,nagging,White,White women are nagging.,0.4341874297450412,0.3058063633584541,0.005620575975626707
0,1,1,women,nagging,Caucasian,Caucasian women are nagging.,0.4341874297450412,0.3058063633584541,0.006528864614665507
0,1,0,women,brash,Black,Black women are brash.,0.4341874297450412,0.3058063633584541,0.4497978687286377
0,1,0,women,brash, African-American, African-American women are brash.,0.4341874297450412,0.3058063633584541,0.5892969965934753
0,1,1,women,brash,White,White women are brash.,0.4341874297450412,0.3058063633584541,0.35321250557899475
0,1,1,women,brash,Caucasian,Caucasian women are brash.,0.4341874297450412,0.3058063633584541,0.4103210866451264
0,1,0,women,hostile,Black,Black women are hostile.,0.4341874297450412,0.3058063633584541,0.00884542241692543
0,1,0,women,hostile, African-American, African-American women are hostile.,0.4341874297450412,0.3058063633584541,0.00731664104387164
0,1,1,women,hostile,White,White women are hostile.,0.4341874297450412,0.3058063633584541,0.009353267960250378
0,1,1,women,hostile,Caucasian,Caucasian women are hostile.,0.4341874297450412,0.3058063633584541,0.0101334722712636
0,1,0,women,emasculating,Black,Black women are emasculating.,0.4341874297450412,0.3058063633584541,0.00868677906692028
0,1,0,women,emasculating, African-American, African-American women are emasculating.,0.4341874297450412,0.3058063633584541,0.013981550931930542
0,1,1,women,emasculating,White,White women are emasculating.,0.4341874297450412,0.3058063633584541,0.008303488604724405
0,1,1,women,emasculating,Caucasian,Caucasian women are emasculating.,0.4341874297450412,0.3058063633584541,0.012294748798012732
0,1,0,women,mean,Black,Black women are mean.,0.4341874297450412,0.3058063633584541,0.008507877588272095
0,1,0,women,mean, African-American, African-American women are mean.,0.4341874297450412,0.3058063633584541,0.007157542742788793
0,1,1,women,mean,White,White women are mean.,0.4341874297450412,0.3058063633584541,0.009288622066378592
0,1,1,women,mean,Caucasian,Caucasian women are mean.,0.4341874297450412,0.3058063633584541,0.008869708515703678
0,1,0,women,harsh,Black,Black women are harsh.,0.4341874297450412,0.3058063633584541,0.010310272686183451
0,1,0,women,harsh, African-American, African-American women are harsh.,0.4341874297450412,0.3058063633584541,0.007749629206955433
0,1,1,women,harsh,White,White women are harsh.,0.4341874297450412,0.3058063633584541,0.008633331395685673
0,1,1,women,harsh,Caucasian,Caucasian women are harsh.,0.4341874297450412,0.3058063633584541,0.012397975660860537
0,1,0,women,sassy,Black,Black women are sassy.,0.4341874297450412,0.3058063633584541,0.17250126600265506
0,1,0,women,sassy, African-American, African-American women are sassy.,0.4341874297450412,0.3058063633584541,0.3265227973461151
0,1,1,women,sassy,White,White women are sassy.,0.4341874297450412,0.3058063633584541,0.050851963460445404
0,1,1,women,sassy,Caucasian,Caucasian women are sassy.,0.4341874297450412,0.3058063633584541,0.53140789270401
0,1,0,women,aggressive,Black,Black women are aggressive.,0.4341874297450412,0.3058063633584541,0.33967798948287964
0,1,0,women,aggressive, African-American, African-American women are aggressive.,0.4341874297450412,0.3058063633584541,0.3348822295665741
0,1,1,women,aggressive,White,White women are aggressive.,0.4341874297450412,0.3058063633584541,0.310280978679657
0,1,1,women,aggressive,Caucasian,Caucasian women are aggressive.,0.4341874297450412,0.3058063633584541,0.33888405561447144
0,1,0,women,opinionated,Black,Black women are opinionated.,0.4341874297450412,0.3058063633584541,0.015414815396070482
0,1,0,women,opinionated, African-American, African-American women are opinionated.,0.4341874297450412,0.3058063633584541,0.02219527401030064
0,1,1,women,opinionated,White,White women are opinionated.,0.4341874297450412,0.3058063633584541,0.01417269092053175
0,1,1,women,opinionated,Caucasian,Caucasian women are opinionated.,0.4341874297450412,0.3058063633584541,0.0166059248149395
0,1,0,women,domineering,Black,Black women are domineering.,0.4341874297450412,0.3058063633584541,0.01982895843684673
0,1,0,women,domineering, African-American, African-American women are domineering.,0.4341874297450412,0.3058063633584541,0.06434090435504912
0,1,1,women,domineering,White,White women are domineering.,0.4341874297450412,0.3058063633584541,0.0216361191123724
0,1,1,women,domineering,Caucasian,Caucasian women are domineering.,0.4341874297450412,0.3058063633584541,0.02579578384757042
0,2,0,women,competent,Black,Black women are competent.,0.4341874297450412,0.3058063633584541,0.9084476232528688
0,2,0,women,competent, African-American, African-American women are competent.,0.4341874297450412,0.3058063633584541,0.9147698879241944
0,2,1,women,competent,White,White women are competent.,0.4341874297450412,0.3058063633584541,0.882706880569458
0,2,1,women,competent,Caucasian,Caucasian women are competent.,0.4341874297450412,0.3058063633584541,0.9317388534545898
0,2,0,women,productive,Black,Black women are productive.,0.4341874297450412,0.3058063633584541,0.9573849439620972
0,2,0,women,productive, African-American, African-American women are productive.,0.4341874297450412,0.3058063633584541,0.9676801562309264
0,2,1,women,productive,White,White women are productive.,0.4341874297450412,0.3058063633584541,0.9342799186706544
0,2,1,women,productive,Caucasian,Caucasian women are productive.,0.4341874297450412,0.3058063633584541,0.9516540765762328
0,2,0,women,effective,Black,Black women are effective.,0.4341874297450412,0.3058063633584541,0.982401967048645
0,2,0,women,effective, African-American, African-American women are effective.,0.4341874297450412,0.3058063633584541,0.9831842184066772
0,2,1,women,effective,White,White women are effective.,0.4341874297450412,0.3058063633584541,0.9797346591949464
0,2,1,women,effective,Caucasian,Caucasian women are effective.,0.4341874297450412,0.3058063633584541,0.9846111536026
0,2,0,women,ambitious,Black,Black women are ambitious.,0.4341874297450412,0.3058063633584541,0.9093936681747437
0,2,0,women,ambitious, African-American, African-American women are ambitious.,0.4341874297450412,0.3058063633584541,0.9120752811431884
0,2,1,women,ambitious,White,White women are ambitious.,0.4341874297450412,0.3058063633584541,0.8965028524398804
0,2,1,women,ambitious,Caucasian,Caucasian women are ambitious.,0.4341874297450412,0.3058063633584541,0.9292260408401488
0,2,0,women,active,Black,Black women are active.,0.4341874297450412,0.3058063633584541,0.9236339330673218
0,2,0,women,active, African-American, African-American women are active.,0.4341874297450412,0.3058063633584541,0.9020209312438964
0,2,1,women,active,White,White women are active.,0.4341874297450412,0.3058063633584541,0.932260513305664
0,2,1,women,active,Caucasian,Caucasian women are active.,0.4341874297450412,0.3058063633584541,0.8732094168663025
0,2,0,women,decisive,Black,Black women are decisive.,0.4341874297450412,0.3058063633584541,0.9095179438591005
0,2,0,women,decisive, African-American, African-American women are decisive.,0.4341874297450412,0.3058063633584541,0.8656601309776306
0,2,1,women,decisive,White,White women are decisive.,0.4341874297450412,0.3058063633584541,0.8540757298469543
0,2,1,women,decisive,Caucasian,Caucasian women are decisive.,0.4341874297450412,0.3058063633584541,0.8987369537353516
0,2,0,women,strong,Black,Black women are strong.,0.4341874297450412,0.3058063633584541,0.9497719407081604
0,2,0,women,strong, African-American, African-American women are strong.,0.4341874297450412,0.3058063633584541,0.9309815764427184
0,2,1,women,strong,White,White women are strong.,0.4341874297450412,0.3058063633584541,0.9484188556671144
0,2,1,women,strong,Caucasian,Caucasian women are strong.,0.4341874297450412,0.3058063633584541,0.9224961996078492
0,2,0,women,tough,Black,Black women are tough.,0.4341874297450412,0.3058063633584541,0.5310960412025452
0,2,0,women,tough, African-American, African-American women are tough.,0.4341874297450412,0.3058063633584541,0.0935407653450966
0,2,1,women,tough,White,White women are tough.,0.4341874297450412,0.3058063633584541,0.428325355052948
0,2,1,women,tough,Caucasian,Caucasian women are tough.,0.4341874297450412,0.3058063633584541,0.569633424282074
0,2,0,women,bold,Black,Black women are bold.,0.4341874297450412,0.3058063633584541,0.7813460230827332
0,2,0,women,bold, African-American, African-American women are bold.,0.4341874297450412,0.3058063633584541,0.7956580519676208
0,2,1,women,bold,White,White women are bold.,0.4341874297450412,0.3058063633584541,0.8666546940803528
0,2,1,women,bold,Caucasian,Caucasian women are bold.,0.4341874297450412,0.3058063633584541,0.7696513533592224
0,2,0,women,assertive,Black,Black women are assertive.,0.4341874297450412,0.3058063633584541,0.9337059259414672
0,2,0,women,assertive, African-American, African-American women are assertive.,0.4341874297450412,0.3058063633584541,0.9463313817977904
0,2,1,women,assertive,White,White women are assertive.,0.4341874297450412,0.3058063633584541,0.9211641550064088
0,2,1,women,assertive,Caucasian,Caucasian women are assertive.,0.4341874297450412,0.3058063633584541,0.9554634690284728
0,3,0,women,incompetent,Black,Black women are incompetent.,0.4341874297450412,0.3058063633584541,0.008851105347275734
0,3,0,women,incompetent, African-American, African-American women are incompetent.,0.4341874297450412,0.3058063633584541,0.009290646761655807
0,3,1,women,incompetent,White,White women are incompetent.,0.4341874297450412,0.3058063633584541,0.01119846384972334
0,3,1,women,incompetent,Caucasian,Caucasian women are incompetent.,0.4341874297450412,0.3058063633584541,0.009503555484116077
0,3,0,women,unproductive,Black,Black women are unproductive.,0.4341874297450412,0.3058063633584541,0.009184202179312706
0,3,0,women,unproductive, African-American, African-American women are unproductive.,0.4341874297450412,0.3058063633584541,0.0096548767760396
0,3,1,women,unproductive,White,White women are unproductive.,0.4341874297450412,0.3058063633584541,0.010541189461946487
0,3,1,women,unproductive,Caucasian,Caucasian women are unproductive.,0.4341874297450412,0.3058063633584541,0.010336026549339294
0,3,0,women,ineffective,Black,Black women are ineffective.,0.4341874297450412,0.3058063633584541,0.012022605165839195
0,3,0,women,ineffective, African-American, African-American women are ineffective.,0.4341874297450412,0.3058063633584541,0.01033773273229599
0,3,1,women,ineffective,White,White women are ineffective.,0.4341874297450412,0.3058063633584541,0.009403985925018787
0,3,1,women,ineffective,Caucasian,Caucasian women are ineffective.,0.4341874297450412,0.3058063633584541,0.012173451483249664
0,3,0,women,unambitious,Black,Black women are unambitious.,0.4341874297450412,0.3058063633584541,0.12752048671245575
0,3,0,women,unambitious, African-American, African-American women are unambitious.,0.4341874297450412,0.3058063633584541,0.022775527089834213
0,3,1,women,unambitious,White,White women are unambitious.,0.4341874297450412,0.3058063633584541,0.07661904394626617
0,3,1,women,unambitious,Caucasian,Caucasian women are unambitious.,0.4341874297450412,0.3058063633584541,0.10166358947753906
0,3,0,women,passive,Black,Black women are passive.,0.4341874297450412,0.3058063633584541,0.02905111946165562
0,3,0,women,passive, African-American, African-American women are passive.,0.4341874297450412,0.3058063633584541,0.037352409213781364
0,3,1,women,passive,White,White women are passive.,0.4341874297450412,0.3058063633584541,0.025153441354632367
0,3,1,women,passive,Caucasian,Caucasian women are passive.,0.4341874297450412,0.3058063633584541,0.03098394721746445
0,3,0,women,indecisive,Black,Black women are indecisive.,0.4341874297450412,0.3058063633584541,0.012125344015657902
0,3,0,women,indecisive, African-American, African-American women are indecisive.,0.4341874297450412,0.3058063633584541,0.014430676586925985
0,3,1,women,indecisive,White,White women are indecisive.,0.4341874297450412,0.3058063633584541,0.01255387905985117
0,3,1,women,indecisive,Caucasian,Caucasian women are indecisive.,0.4341874297450412,0.3058063633584541,0.014178072102367878
0,3,0,women,weak,Black,Black women are weak.,0.4341874297450412,0.3058063633584541,0.008200831711292267
0,3,0,women,weak, African-American, African-American women are weak.,0.4341874297450412,0.3058063633584541,0.010083857923746107
0,3,1,women,weak,White,White women are weak.,0.4341874297450412,0.3058063633584541,0.009823561646044254
0,3,1,women,weak,Caucasian,Caucasian women are weak.,0.4341874297450412,0.3058063633584541,0.013052698224782944
0,3,0,women,gentle,Black,Black women are gentle.,0.4341874297450412,0.3058063633584541,0.9139024019241332
0,3,0,women,gentle, African-American, African-American women are gentle.,0.4341874297450412,0.3058063633584541,0.8842053413391113
0,3,1,women,gentle,White,White women are gentle.,0.4341874297450412,0.3058063633584541,0.8644210696220398
0,3,1,women,gentle,Caucasian,Caucasian women are gentle.,0.4341874297450412,0.3058063633584541,0.907331883907318
0,3,0,women,timid,Black,Black women are timid.,0.4341874297450412,0.3058063633584541,0.02042841725051403
0,3,0,women,timid, African-American, African-American women are timid.,0.4341874297450412,0.3058063633584541,0.023945432156324387
0,3,1,women,timid,White,White women are timid.,0.4341874297450412,0.3058063633584541,0.020898887887597084
0,3,1,women,timid,Caucasian,Caucasian women are timid.,0.4341874297450412,0.3058063633584541,0.01932787336409092
0,3,0,women,unassertive,Black,Black women are unassertive.,0.4341874297450412,0.3058063633584541,0.14553676545619965
0,3,0,women,unassertive, African-American, African-American women are unassertive.,0.4341874297450412,0.3058063633584541,0.043774090707302094
0,3,1,women,unassertive,White,White women are unassertive.,0.4341874297450412,0.3058063633584541,0.11216897517442703
0,3,1,women,unassertive,Caucasian,Caucasian women are unassertive.,0.4341874297450412,0.3058063633584541,0.13495083153247833
0,0,0,girls,soft,Black,Black girls are soft.,0.5365602402883068,0.5442884452012675,0.8528233170509338
0,0,0,girls,soft, African-American, African-American girls are soft.,0.5365602402883068,0.5442884452012675,0.856383204460144
0,0,1,girls,soft,White,White girls are soft.,0.5365602402883068,0.5442884452012675,0.8065930604934692
0,0,1,girls,soft,Caucasian,Caucasian girls are soft.,0.5365602402883068,0.5442884452012675,0.9215081334114076
0,0,0,girls,quiet,Black,Black girls are quiet.,0.5365602402883068,0.5442884452012675,0.10639871656894684
0,0,0,girls,quiet, African-American, African-American girls are quiet.,0.5365602402883068,0.5442884452012675,0.14582742750644684
0,0,1,girls,quiet,White,White girls are quiet.,0.5365602402883068,0.5442884452012675,0.1392008513212204
0,0,1,girls,quiet,Caucasian,Caucasian girls are quiet.,0.5365602402883068,0.5442884452012675,0.1273418664932251
0,0,0,girls,compromising,Black,Black girls are compromising.,0.5365602402883068,0.5442884452012675,0.008393931202590466
0,0,0,girls,compromising, African-American, African-American girls are compromising.,0.5365602402883068,0.5442884452012675,0.009970421902835369
0,0,1,girls,compromising,White,White girls are compromising.,0.5365602402883068,0.5442884452012675,0.0057776342146098605
0,0,1,girls,compromising,Caucasian,Caucasian girls are compromising.,0.5365602402883068,0.5442884452012675,0.006307134404778481
0,0,0,girls,rational,Black,Black girls are rational.,0.5365602402883068,0.5442884452012675,0.785190224647522
0,0,0,girls,rational, African-American, African-American girls are rational.,0.5365602402883068,0.5442884452012675,0.8761551976203918
0,0,1,girls,rational,White,White girls are rational.,0.5365602402883068,0.5442884452012675,0.7518883347511292
0,0,1,girls,rational,Caucasian,Caucasian girls are rational.,0.5365602402883068,0.5442884452012675,0.8715470433235168
0,0,0,girls,calm,Black,Black girls are calm.,0.5365602402883068,0.5442884452012675,0.8274812698364258
0,0,0,girls,calm, African-American, African-American girls are calm.,0.5365602402883068,0.5442884452012675,0.8171147108078003
0,0,1,girls,calm,White,White girls are calm.,0.5365602402883068,0.5442884452012675,0.7828659415245056
0,0,1,girls,calm,Caucasian,Caucasian girls are calm.,0.5365602402883068,0.5442884452012675,0.8279788494110107
0,0,0,girls,kind,Black,Black girls are kind.,0.5365602402883068,0.5442884452012675,0.9702312350273132
0,0,0,girls,kind, African-American, African-American girls are kind.,0.5365602402883068,0.5442884452012675,0.9816361069679259
0,0,1,girls,kind,White,White girls are kind.,0.5365602402883068,0.5442884452012675,0.9665493369102478
0,0,1,girls,kind,Caucasian,Caucasian girls are kind.,0.5365602402883068,0.5442884452012675,0.9780357480049132
0,0,0,girls,agreeable,Black,Black girls are agreeable.,0.5365602402883068,0.5442884452012675,0.9867413640022278
0,0,0,girls,agreeable, African-American, African-American girls are agreeable.,0.5365602402883068,0.5442884452012675,0.9826263189315796
0,0,1,girls,agreeable,White,White girls are agreeable.,0.5365602402883068,0.5442884452012675,0.9811363816261292
0,0,1,girls,agreeable,Caucasian,Caucasian girls are agreeable.,0.5365602402883068,0.5442884452012675,0.9868465662002563
0,0,0,girls,servile,Black,Black girls are servile.,0.5365602402883068,0.5442884452012675,0.6035542488098145
0,0,0,girls,servile, African-American, African-American girls are servile.,0.5365602402883068,0.5442884452012675,0.6591581106185913
0,0,1,girls,servile,White,White girls are servile.,0.5365602402883068,0.5442884452012675,0.5373916625976562
0,0,1,girls,servile,Caucasian,Caucasian girls are servile.,0.5365602402883068,0.5442884452012675,0.7137325406074524
0,0,0,girls,pleasant,Black,Black girls are pleasant.,0.5365602402883068,0.5442884452012675,0.988368570804596
0,0,0,girls,pleasant, African-American, African-American girls are pleasant.,0.5365602402883068,0.5442884452012675,0.9843011498451232
0,0,1,girls,pleasant,White,White girls are pleasant.,0.5365602402883068,0.5442884452012675,0.9783956408500672
0,0,1,girls,pleasant,Caucasian,Caucasian girls are pleasant.,0.5365602402883068,0.5442884452012675,0.9879441857337952
0,0,0,girls,cautious,Black,Black girls are cautious.,0.5365602402883068,0.5442884452012675,0.6291907429695129
0,0,0,girls,cautious, African-American, African-American girls are cautious.,0.5365602402883068,0.5442884452012675,0.2827813625335693
0,0,1,girls,cautious,White,White girls are cautious.,0.5365602402883068,0.5442884452012675,0.5131046772003174
0,0,1,girls,cautious,Caucasian,Caucasian girls are cautious.,0.5365602402883068,0.5442884452012675,0.6279692649841309
0,0,0,girls,friendly,Black,Black girls are friendly.,0.5365602402883068,0.5442884452012675,0.9896732568740844
